// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

445508 "Research <b>Marines<b> (<cost>)\nShips attack 10% faster."
445509 "Thrifty Craftsmen"
445510 "Research <b>Thrifty Craftsmen<b> (<cost>)\nShips cost less wood and gold."
445511 "Themistocles' Masterplan"
445512 "Research <b>Themistocles' Masterplan<b> (<cost>)\nThe ultimate naval upgrade: Triremes strip enemy armor; Galleys shoot more powerful bolts; Incendiary Ships ignore armor; Leviathan projectile speed increased; Catapult Ship blast range increased and friendly fire removed; Lemboi can build a water barricade when destroyed (maximum 15 units)."
445513 "Hire Helmsmen"
445514 "Use <b>Hire Helmsmen<b> (<cost>)\nGive gold, receive Naval Power."
445515 "Sell Spare Parts"
445516 "Use <b>Sell Spare Parts<b> (<cost>)\nGive Naval Power, receive gold.:"
445517 "- New naval technologies are available! -"
445518 "- Strengthened Prows researched. -"
445519 "- Prayers to Artemis researched. -"
445520 "- Alchemist's Delight researched. -"
445521 "- Artillery Spotters researched. -"
445522 "- Torsion Experts researched. -"
445523 "- Liquid Courage researched. -"
445524 "- Iron Harpoons researched. -"
445525 "- Careful Captains researched. -"
445526 "- Sea Shanties researched. -"
445527 "- Strengthened Hulls researched. -"
445528 "- Marines researched. -"
445529 "- Thrifty Craftsmen researched. -"
445530 "- Themistocles' Masterplan researched. -"
445531 "- Fishing Baskets researched. -"
445532 "- Belligerent Captains researched. -"
445533 "- 25 Naval Experience gained. -"
445534 "- Melanthios sends gold! -"
445535 "- Infantry/Ramming Ship Aura improved. -"
445536 "- Cavalry/Galley Aura improved. -"
445537 "- Archer/Lembos Aura improved. -"
445538 "Mines of Laurion"
445539 "- Naval Experience gained! -"
445540 "- Pirate Shipyard destroyed: Naval Experience gained! -"
445541 "- Pirate Port destroyed: Naval Experience gained! -"
445542 "- Treaty agreed with Corinth: Naval Experience gained! -"
445543 "- Treaty agreed with Eretria: Naval Experience gained! -"
445544 "- Pirate Hoard looted: Naval Experience gained! -"
445545 "- Phoenician ship plundered: Naval Experience gained! -"
445546 "- New ships and naval technologies available! -"
445547 "Unlock Galley"
445548 "Unlock Incendiary Raft"
445549 "Unlock Leviathan"
445550 "Unlock Catapult Ship"
445551 "- Destroy <ShipKills>/10 ships."
445552 "- Destroy <ShipKills>/25 ships."
445553 "- Destroy <ShipKills>/50 ships."
445554 "- Destroy <ShipKills>/100 ships."
445555 "- Destroy <ShipKills>/200 ships."
445556 "Demetrios"
445586 "- Destroy <ShipKills>/300 ships."
445587 "Aeginetans"
445588 "Corinthians"
445589 "Fishing Baskets"
445590 "Research <b>Fishing Baskets<b> (<cost>)\nFishing ships gain increased gathering capacity."
445591 "Belligerent Captains"
445592 "Research <b>Belligerent Captains<b> (<cost>)\nShips deal more bonus damage."
445593 "Hymns to Poseidon"
445594 "Research <b>Hymns to Poseidon<b> (<cost>)\nShips move 15% faster."
445595 "Oakum"
445596 "Research <b>Oakum<b> (<cost>)\nShips regenerate HP."
445597 "Hardened Marines"
445598 "Research <b>Hardened Marines<b> (<cost>)\nShips attack 15% faster."
445599 "1. Initially, the only military ships you can build are Monoremes and War Lemboi. To build more advanced ships, you must accumulate Naval Experience, which can be gained through various side objectives — including sinking enemy ships.\n\n2. This scenario also contains numerous special naval technologies, which get unlocked as you accumulate more Naval Experience. Use them to gain the edge over the Aeginetans!\n\n3. Any special naval technologies you research in this scenario will also show up in later levels in a weakened form.\n\n4. Your main source of gold will be the mines of Laurion. Defend the mines against attacks from Aegina and the Pirates, both of whom will attack with warships as well as transport ships.\n\n5. The Athenians are able to select different policies at the Town Center, which have a global effect for you. You can switch between policies as often as you wish, choosing the one that best fits your needs.\n\n6. Gain two allies to unlock a new aura effect for Themistocles.\n\n7. Plundering Pirate Hoards will provide extra Naval Experience as well as some additional resources."


//overflow Nine
449800 "- New ships available! -"
449801 "- New naval technologies available! -"
449802 "Angry Citizen"
449803 "Create <b>Phoenician Merchant Ship<b> (<cost>)\nSturdy vessel utilized by Phoenician Traders. Shoots multiple arrows.\n<hp> <attack> <armor> <piercearmor> <range>"
449804 "Research <b>Strengthened Hulls<b> (<cost>)\nShips gain +1 melee armor."
449805 "Research <b>Hardened Marines<b> (<cost>)\nShips attack 10% faster."
449806 "Research <b>Hymns to Poseidon<b> (<cost>)\nShips move 10% faster."


//
//Scenario Ten
//

445600 "<BLUE>Themistocles: Make ready, brave oarsmen: the Persian fleet will be here soon. We are all that stands between them and Greece — we cannot let them pass!"
445601 "<BLUE>Polycritus: Hateful though you are to me, Themistocles, I shall stand with you if it means Greece will be saved."
445602 "<BLUE>Themistocles: Halt, sailors! Identify yourselves!"
445603 "<BLUE>Aristides: It is I, Aristides. The assembly has declared that any exile willing to fight for Athens may return. You should be glad that my love for Athens is greater than my hatred for you."
445604 "<BLUE>Themistocles: You will observe, Aristides, that I have been proven conclusively correct: the Persians have returned, and without this fleet, we would be defenseless against them."
445605 "<BLUE>Themistocles: The swells here favour our ships."
445606 "<BLUE>Themistocles: Our ships are heavier than those of the Mede; here, where the winds are strong, we shall be the more stable."
445607 "<BLUE>Themistocles: This is a good spot to fight: our heavy ships can resist the roiling waves."
445608 "<BLUE>Themistocles: Here they come. O Poseidon of the golden trident, accept the libations we pour for you; look upon us, your suppliants, with favor; grant us strength to fill your briny halls with Persian treasure!"
445609 "<BLUE>Aristides: Fight on, brave sailors: either we hold, or all Greece burns!"
445610 "<BLUE>Themistocles: See how the strait fills with wreckage. Clog it up with broken ships, and the Medes' numbers will mean nothing!"
445611 "<BLUE>Themistocles: Nightfall — the Persians will not come again till daybreak. Let us make what repairs we can in the harbor."
445612 "<BLUE>Aristides: The sailors tell me that a storm struck you on your way here, Themistocles. We might consider searching for shipwrecks."
445613 "<BLUE>Themistocles: Get back in position."
445614 "<BLUE>Themistocles: Have these men returned to the mainland, and salvage what you can from the shipwreck."
445615 "<BLUE>Themistocles: Get these men back to dry land, along with any provisions you can find."
445616 "<BLUE>Themistocles: Ferry these men ashore, and recover whatever you can from the wreck."
445617 "<BLUE>Themistocles: Poseidon, we offer you these barley-cakes in humble supplication — and we beseech you, O lord of the sea, bear us to victory!"
445618 "<BLUE>Aristides: Keep going, men! Grip those oars tight and remember your training!"
445619 "<BLUE>Themistocles: The day is done. To harbor, men — we'll need our strength for tomorrow."
445620 "<BLUE>Aristides: Though your moral character leaves much to be desired, I cannot deny that you fight well, Themistocles."
445621 "<BLUE>Themistocles: Dark-haired Poseidon, favor us once more, and when I step ashore, I shall honor you with ten black bulls. Just see us through this day, earth-shaker."
445622 "<BLUE>Themistocles: We must hold! Though your arms are aching and your palms are calloused, we must hold!"
445623 "<YELLOW>Artemisia: I am done watching the failures of these useless fools — I shall end this, now!"
445624 "<BLUE>Themistocles: News from Thermopylae — the pass is lost! Retreat, men, retreat!"
445625 "<BLUE>Themistocles: Oimoi, they've gotten through! We are done for."
445626 "Narrator: You didn't think I'd leave Thermopylae out of the story, did you? Well, three days earlier…"
445627 "<RED>Leonidas: Spartans, exercise your bodies and comb your hair, for we must be ready to die. And you brave men who stand with Sparta today — Thebans, Phocians, Thespians — watch closely, for never again shall you see such prowess with spear and shield."
445628 "<RED>Leonidas: Behold, men: from the sacrificial lamb, an unblemished liver, healthy and well-formed! The gods show us favor — now treat them to a worthy slaughter!"
445629 "<RED>Leonidas: Fight on, men: shield beside shield, foot beside planted foot, crest beside swaying crest!"
445630 "<RED>Leonidas: A fine harvest. Back to camp."
445631 "<RED>Leonidas: The admiral sends aid."
445632 "<RED>Leonidas: Assistance from the fleet."
445633 "<RED>Leonidas: The Athenian sends us aid."
445634 "<RED>Leonidas: The ground here favors us, men — hold!"
445635 "<RED>Leonidas: Firm ground for fighting here, men."
445636 "<RED>Leonidas: This is a good spot to fight: hard ground, no slick rocks."
445637 "<RED>Leonidas: We cannot hold this position — fall back!"
445638 "<RED>Leonidas: Fall back to the next position!"
445639 "<RED>Leonidas: Take out their commanders!"
445640 "<RED>Leonidas: Kill the overseers, and their soldiers will surely lose heart."
445641 "<RED>Leonidas: See how they quiver before us with no commander to whip them into battle!"
445642 "<RED>Leonidas: The hours of night are precious. We can tend our wounds back in the camp, or slaughter the Medes by their tents."
445643 "<RED>Leonidas: The Persian camp lies this way. Shall we spatter their fine tents with blood, brothers?"
445644 "<RED>Leonidas: To me, men. Someone sing for us — I would hear of flame-haired Menelaus; Ajax, bulwark of the Achaeans; lion-hearted Achilles…"
445645 "<RED>Leonidas: See, brave warriors: as I pull the knife from the sacrificial heifer's throat, the blood comes steady and plentiful; a deep, rich red. The gods favor us today — as we soak this land with the blood of men!"
445646 "<RED>Leonidas: Heracles, whose blood courses through my veins, witness this glorious strife!"
445647 "<RED>Leonidas: The day is done. Have the helots clear up these corpses — I won't die slipping on the entrails of some rotting Mede."
445648 "<RED>Leonidas: An ill omen, my brothers: observe the sacrificial victim's liver, incomplete and lacking a lobe. I hope you have breakfasted well, for tonight we dine in Hades."
445649 "<RED>Leonidas: The Persians have found the second pass! Those of you Greeks who wish to flee, do so now — we Spartans shall remain, and drag these bleating Medes down with us to Hades!"
445650 "<RED>Leonidas: Black spirits of death, I hold you dear as the rays of the sun! Fight on, men — with fists and teeth if you must!"
445651 "<RED>Leonidas: Hateful Eris smothers me... We have failed."
445652 "<RED>Leonidas: Raging Eris has her fill... And I have the sweetest of fates: a noble death."
445653 "10. The Hot Gates"
445654 "Thermopylae/Artemisium, 480 BCE"
445655 "The Persians return to Greece in overwhelming numbers. Leonidas and the Spartans attempt to hold the narrow pass of Thermopylae, while the Greek fleet anchors at Artemisium."
445656 "Leonidas"
445657 "Persian Commander"
445658 "Persian Camp"
445659 "Persian Navy"
445660 "Persian Army"
445661 "Strategic Site"
445662 "+ Do not allow more than <Ships>/15 Persian ships to pass through."
445663 "+ At least one naval building must survive:\n<Buildings>/4 currently remaining."
445664 "- Bring ships back to the harbor to repair them."
445665 "- Search for shipwrecks to the south."
445666 "- Fight in strategic locations (flagged) with Themistocles to receive temporary bonuses."
445667 "+ Defend the mountain pass and keep Leonidas alive for <Days>/3 days."
445668 "- Kill the Persian Commanders."
445669 "- Bring units back to camp or near an Outpost to heal them."
445670 "- Raid the Persian Camp."
445671 "- Survive as long as you can:\nKeep at least 10 units alive."
445672 "- Supplies received from the fleet. -"
445673 "- Shipwrecked soldiers arrive as reinforcements. -"
445674 "- Units gain armor at Strategic Site. -"
445675 "- Regeneration enabled at Strategic Site. -"
445676 "- Extra resources enabled at Strategic Site. -"
445677 "- Strategic site lost: bonus armor disabled. -"
445678 "- Strategic site lost: regeneration disabled. -"
445679 "- Strategic site lost: extra resources disabled. -"
445680 "<ORANGE>Time until Persians attack: %d"
445681 "+ Day <Days>"
445682 "Three days earlier…"
445683 "%d left to locate shipwrecks"
445684 "+ Leonidas must survive."
445685 "- Ship armor bonus active -"
445686 "- Ship armor bonus inactive -"
445687 "- Ship HP regeneration active -"
445688 "- Ship HP regeneration inactive -"
445689 "- Unit HP regeneration active -"
445690 "- Unit HP regeneration inactive -"
445691 "- Fight in strategic locations (flagged) with Leonidas to receive temporary bonuses."
445692 "- Defend the flanking pass."
445693 "- The Persians are coming through the second pass! -"
445694 "- Unit armor bonus active -"
445695 "- Unit armor bonus inactive -"
445696 "- Resource generation active -"
445697 "- Resource generation inactive -"
445698 "- A New Day -"
445699 "Xerxes prepares to send his skirmishers!"
445700 "Xerxes prepares to send his archers!"
445701 "Xerxes prepares to send his spearmen!"
